"dataset_name","technique","noise_level","threshold","critical_percentage","kappa_at_critical"
"badges2","rda",30,0.1,60,0.1
"banknote","rda",30,0.1,100,0.02
"blood-transfusion-service-center","rda",30,0.1,70,0.1
"breast-w","rda",30,0.1,100,0
"cardiotocography","rda",30,0.1,20,0.09
"climate-model-simulation-crashes","rda",30,0.1,90,0.1
"cmc","rda",30,0.1,70,0.1
"credit-g","rda",30,0.1,100,0
"diabetes","rda",30,0.1,90,0.1
"eucalyptus","rda",30,0.1,100,0
"iris","rda",30,0.1,100,0.09
"kc1","rda",30,0.1,0,0
"liver-disorders","rda",30,0.1,30,0.09
"mfeat-factors","rda",30,0.1,100,0
"mfeat-karhunen","rda",30,0.1,100,0.01
"mfeat-zernike","rda",30,0.1,10,0.09
"ozone-level-8hr","rda",30,0.1,20,0
"pc4","rda",30,0.1,100,0.04
"phoneme","rda",30,0.1,70,0.1
"qsar-biodeg","rda",30,0.1,60,0.1
"tic-tac-toe","rda",30,0.1,60,0.1
"vowel","rda",30,0.1,80,0.1
"waveform-5000","rda",30,0.1,100,0.05
"wdbc","rda",30,0.1,10,0.07
"wilt","rda",30,0.1,10,0.07
"analcatdata_authorship","rf",30,0.1,100,0
"badges2","rf",30,0.1,20,0.07
"banknote","rf",30,0.1,100,0.04
"blood-transfusion-service-center","rf",30,0.1,20,0.07
"breast-w","rf",30,0.1,100,0.01
"cardiotocography","rf",30,0.1,100,0
"climate-model-simulation-crashes","rf",30,0.1,100,0.08
"cmc","rf",30,0.1,60,0.1
"credit-g","rf",30,0.1,80,0.1
"diabetes","rf",30,0.1,100,0.1
"eucalyptus","rf",30,0.1,80,0.1
"iris","rf",30,0.1,100,0.06
"kc1","rf",30,0.1,100,0.03
"liver-disorders","rf",30,0.1,30,0.09
"mfeat-factors","rf",30,0.1,100,0
"mfeat-karhunen","rf",30,0.1,100,0
"mfeat-zernike","rf",30,0.1,100,0.02
"ozone-level-8hr","rf",30,0.1,100,0.07
"pc4","rf",30,0.1,60,0.1
"phoneme","rf",30,0.1,50,0.09
"qsar-biodeg","rf",30,0.1,100,0.07
"tic-tac-toe","rf",30,0.1,70,0.1
"vowel","rf",30,0.1,100,0.08
"waveform-5000","rf",30,0.1,100,0.05
"wdbc","rf",30,0.1,100,0
"wilt","rf",30,0.1,0,0
"analcatdata_authorship","rpart",30,0.1,100,0.08
"badges2","rpart",30,0.1,40,0.1
"banknote","rpart",30,0.1,60,0.1
"blood-transfusion-service-center","rpart",30,0.1,70,0.1
"breast-w","rpart",30,0.1,100,0.05
"cardiotocography","rpart",30,0.1,100,0
"climate-model-simulation-crashes","rpart",30,0.1,50,0
"cmc","rpart",30,0.1,100,0.1
"credit-g","rpart",30,0.1,100,0.1
"diabetes","rpart",30,0.1,60,0.1
"eucalyptus","rpart",30,0.1,60,0.08
"iris","rpart",30,0.1,90,0.08
"kc1","rpart",30,0.1,100,0.06
"liver-disorders","rpart",30,0.1,20,0.09
"mfeat-factors","rpart",30,0.1,100,0.07
"mfeat-karhunen","rpart",30,0.1,100,0.08
"mfeat-zernike","rpart",30,0.1,100,0.04
"ozone-level-8hr","rpart",30,0.1,100,0
"pc4","rpart",30,0.1,100,0.06
"phoneme","rpart",30,0.1,40,0.1
"qsar-biodeg","rpart",30,0.1,20,0.06
"tic-tac-toe","rpart",30,0.1,40,0.1
"vowel","rpart",30,0.1,40,0.08
"waveform-5000","rpart",30,0.1,90,0.1
"wdbc","rpart",30,0.1,100,0.03
"wilt","rpart",30,0.1,0,0
"analcatdata_authorship","simpls",30,0.1,100,0.02
"badges2","simpls",30,0.1,30,0.08
"banknote","simpls",30,0.1,100,0.03
"blood-transfusion-service-center","simpls",30,0.1,60,0.09
"breast-w","simpls",30,0.1,100,0.01
"cardiotocography","simpls",30,0.1,30,0.08
"climate-model-simulation-crashes","simpls",30,0.1,50,0
"cmc","simpls",30,0.1,50,0.08
"credit-g","simpls",30,0.1,100,0.05
"diabetes","simpls",30,0.1,70,0.1
"eucalyptus","simpls",30,0.1,100,0
"iris","simpls",30,0.1,100,0.05
"kc1","simpls",30,0.1,100,0.03
"liver-disorders","simpls",30,0.1,30,0.1
"mfeat-factors","simpls",30,0.1,100,0
"mfeat-karhunen","simpls",30,0.1,100,0.08
"mfeat-zernike","simpls",30,0.1,100,0.01
"ozone-level-8hr","simpls",30,0.1,100,0
"pc4","simpls",30,0.1,0,0
"phoneme","simpls",30,0.1,100,0.08
"qsar-biodeg","simpls",30,0.1,70,0.09
"tic-tac-toe","simpls",30,0.1,50,0.1
"vowel","simpls",30,0.1,50,0.07
"waveform-5000","simpls",30,0.1,100,0.06
"wdbc","simpls",30,0.1,100,0.09
"wilt","simpls",30,0.1,100,0
"analcatdata_authorship","svmLinear",30,0.1,100,0.01
"badges2","svmLinear",30,0.1,40,0.1
"banknote","svmLinear",30,0.1,100,0.03
"blood-transfusion-service-center","svmLinear",30,0.1,100,0
"breast-w","svmLinear",30,0.1,100,0.01
"cardiotocography","svmLinear",30,0.1,100,0
"climate-model-simulation-crashes","svmLinear",30,0.1,100,0.06
"cmc","svmLinear",30,0.1,60,0.09
"credit-g","svmLinear",30,0.1,80,0.1
"diabetes","svmLinear",30,0.1,90,0.1
"eucalyptus","svmLinear",30,0.1,100,0.07
"iris","svmLinear",30,0.1,100,0.08
"kc1","svmLinear",30,0.1,40,0.08
"liver-disorders","svmLinear",30,0.1,30,0.09
"mfeat-factors","svmLinear",30,0.1,100,0
"mfeat-karhunen","svmLinear",30,0.1,100,0.01
"mfeat-zernike","svmLinear",30,0.1,100,0.01
"ozone-level-8hr","svmLinear",30,0.1,20,0.06
"pc4","svmLinear",30,0.1,100,0.06
"phoneme","svmLinear",30,0.1,100,0.09
"qsar-biodeg","svmLinear",30,0.1,100,0.1
"tic-tac-toe","svmLinear",30,0.1,40,0.09
"vowel","svmLinear",30,0.1,60,0.1
"waveform-5000","svmLinear",30,0.1,100,0.05
"wdbc","svmLinear",30,0.1,100,0.03
"wilt","svmLinear",30,0.1,0,0
"analcatdata_authorship","svmRadial",30,0.1,100,0
"badges2","svmRadial",30,0.1,30,0.08
"banknote","svmRadial",30,0.1,100,0.01
"blood-transfusion-service-center","svmRadial",30,0.1,100,0.1
"breast-w","svmRadial",30,0.1,100,0.01
"cardiotocography","svmRadial",30,0.1,100,0
"climate-model-simulation-crashes","svmRadial",30,0.1,60,0
"cmc","svmRadial",30,0.1,60,0.1
"credit-g","svmRadial",30,0.1,20,0.1
"diabetes","svmRadial",30,0.1,80,0.1
"eucalyptus","svmRadial",30,0.1,80,0.1
"iris","svmRadial",30,0.1,100,0.09
"kc1","svmRadial",30,0.1,90,0
"liver-disorders","svmRadial",30,0.1,30,0.1
"mfeat-factors","svmRadial",30,0.1,100,0
"mfeat-karhunen","svmRadial",30,0.1,100,0
"mfeat-zernike","svmRadial",30,0.1,100,0
"ozone-level-8hr","svmRadial",30,0.1,100,0
"pc4","svmRadial",30,0.1,80,0.1
"phoneme","svmRadial",30,0.1,100,0.1
"qsar-biodeg","svmRadial",30,0.1,100,0.03
"tic-tac-toe","svmRadial",30,0.1,60,0.1
"vowel","svmRadial",30,0.1,100,0.04
"waveform-5000","svmRadial",30,0.1,100,0.05
"wdbc","svmRadial",30,0.1,100,0.01
"wilt","svmRadial",30,0.1,0,0
"analcatdata_authorship","rfRules",30,0.1,100,0.03
"badges2","rfRules",30,0.1,30,0.07
"banknote","rfRules",30,0.1,100,0.05
"blood-transfusion-service-center","rfRules",30,0.1,60,0.1
"breast-w","rfRules",30,0.1,100,0.01
"cardiotocography","rfRules",30,0.1,100,0
"climate-model-simulation-crashes","rfRules",30,0.1,100,0.08
"cmc","rfRules",30,0.1,40,0.09
"credit-g","rfRules",30,0.1,100,0.09
"diabetes","rfRules",30,0.1,60,0.09
"eucalyptus","rfRules",30,0.1,100,0.08
"iris","rfRules",30,0.1,100,0.09
"kc1","rfRules",30,0.1,100,0.04
"liver-disorders","rfRules",30,0.1,40,0.1
"mfeat-factors","rfRules",30,0.1,100,0.02
"mfeat-karhunen","rfRules",30,0.1,100,0.08
"mfeat-zernike","rfRules",30,0.1,100,0.03
"ozone-level-8hr","rfRules",30,0.1,100,0.01
"pc4","rfRules",30,0.1,70,0.1
"phoneme","rfRules",30,0.1,80,0.1
"qsar-biodeg","rfRules",30,0.1,100,0.04
"tic-tac-toe","rfRules",30,0.1,70,0.1
"vowel","rfRules",30,0.1,90,0.1
"waveform-5000","rfRules",30,0.1,100,0.09
"wdbc","rfRules",30,0.1,100,0.01
"wilt","rfRules",30,0.1,10,0.07
"analcatdata_authorship","knn",30,0.1,100,0
"badges2","knn",30,0.1,30,0.08
"banknote","knn",30,0.1,100,0.01
"blood-transfusion-service-center","knn",30,0.1,30,0.06
"breast-w","knn",30,0.1,100,0.01
"cardiotocography","knn",30,0.1,100,0
"climate-model-simulation-crashes","knn",30,0.1,100,0.03
"cmc","knn",30,0.1,60,0.1
"credit-g","knn",30,0.1,100,0.09
"diabetes","knn",30,0.1,90,0.1
"eucalyptus","knn",30,0.1,50,0.09
"iris","knn",30,0.1,100,0.08
"kc1","knn",30,0.1,70,0.1
"liver-disorders","knn",30,0.1,50,0.09
"mfeat-factors","knn",30,0.1,100,0.01
"mfeat-karhunen","knn",30,0.1,100,0.01
"mfeat-zernike","knn",30,0.1,100,0.01
"ozone-level-8hr","knn",30,0.1,100,0.08
"pc4","knn",30,0.1,100,0.1
"phoneme","knn",30,0.1,90,0.1
"qsar-biodeg","knn",30,0.1,100,0
"tic-tac-toe","knn",30,0.1,80,0.09
"vowel","knn",30,0.1,100,0
"waveform-5000","knn",30,0.1,100,0.04
"wdbc","knn",30,0.1,100,0.01
"wilt","knn",30,0.1,10,0.08
"analcatdata_authorship","bayesglm",30,0.1,100,0.01
"badges2","bayesglm",30,0.1,40,0.1
"banknote","bayesglm",30,0.1,100,0.06
"blood-transfusion-service-center","bayesglm",30,0.1,90,0.1
"breast-w","bayesglm",30,0.1,100,0.01
"cardiotocography","bayesglm",30,0.1,100,0
"climate-model-simulation-crashes","bayesglm",30,0.1,100,0.1
"cmc","bayesglm",30,0.1,60,0.09
"credit-g","bayesglm",30,0.1,90,0.1
"diabetes","bayesglm",30,0.1,100,0.1
"eucalyptus","bayesglm",30,0.1,100,0.1
"iris","bayesglm",30,0.1,100,0.06
"kc1","bayesglm",30,0.1,40,0.09
"liver-disorders","bayesglm",30,0.1,30,0.09
"mfeat-factors","bayesglm",30,0.1,100,0
"mfeat-karhunen","bayesglm",30,0.1,100,0.04
"mfeat-zernike","bayesglm",30,0.1,100,0.01
"ozone-level-8hr","bayesglm",30,0.1,50,0.09
"pc4","bayesglm",30,0.1,30,0.1
"phoneme","bayesglm",30,0.1,100,0.09
"qsar-biodeg","bayesglm",30,0.1,100,0.1
"tic-tac-toe","bayesglm",30,0.1,40,0.09
"vowel","bayesglm",30,0.1,40,0.09
"waveform-5000","bayesglm",30,0.1,100,0.07
"wdbc","bayesglm",30,0.1,100,0.03
"wilt","bayesglm",30,0.1,0,0
"analcatdata_authorship","C5.0",10,0.15,100,0
"badges2","C5.0",10,0.15,100,0.07
"banknote","C5.0",10,0.15,100,0
"blood-transfusion-service-center","C5.0",10,0.15,100,0.08
"breast-w","C5.0",10,0.15,100,0.01
"cardiotocography","C5.0",10,0.15,30,0.13
"climate-model-simulation-crashes","C5.0",10,0.15,100,0.05
"cmc","C5.0",10,0.15,100,0.14
"credit-g","C5.0",10,0.15,100,0.04
"diabetes","C5.0",10,0.15,100,0.03
"eucalyptus","C5.0",10,0.15,100,0.06
"iris","C5.0",10,0.15,100,0.02
"kc1","C5.0",10,0.15,100,0.08
"liver-disorders","C5.0",10,0.15,100,0.13
"mfeat-factors","C5.0",10,0.15,100,0
"mfeat-karhunen","C5.0",10,0.15,100,0.01
"mfeat-zernike","C5.0",10,0.15,100,0.02
"ozone-level-8hr","C5.0",10,0.15,100,0.01
"pc4","C5.0",10,0.15,100,0.15
"phoneme","C5.0",10,0.15,100,0.09
"qsar-biodeg","C5.0",10,0.15,100,0.06
"tic-tac-toe","C5.0",10,0.15,100,0.06
"vowel","C5.0",10,0.15,100,0.03
"waveform-5000","C5.0",10,0.15,100,0.02
"wdbc","C5.0",10,0.15,100,0.02
"wilt","C5.0",10,0.15,60,0.14
"analcatdata_authorship","ctree",10,0.15,100,0.02
"badges2","ctree",10,0.15,100,0.07
"banknote","ctree",10,0.15,100,0.05
"blood-transfusion-service-center","ctree",10,0.15,100,0.01
"breast-w","ctree",10,0.15,100,0.03
"cardiotocography","ctree",10,0.15,50,0.14
"climate-model-simulation-crashes","ctree",10,0.15,100,0.01
"cmc","ctree",10,0.15,100,0.11
"credit-g","ctree",10,0.15,100,0.05
"diabetes","ctree",10,0.15,100,0.05
"eucalyptus","ctree",10,0.15,100,0.08
"iris","ctree",10,0.15,100,0.01
"kc1","ctree",10,0.15,100,0.02
"liver-disorders","ctree",10,0.15,100,0.1
"mfeat-factors","ctree",10,0.15,100,0.01
"mfeat-karhunen","ctree",10,0.15,100,0.03
"mfeat-zernike","ctree",10,0.15,100,0.02
"ozone-level-8hr","ctree",10,0.15,100,0.1
"pc4","ctree",10,0.15,100,0.06
"phoneme","ctree",10,0.15,100,0.08
"qsar-biodeg","ctree",10,0.15,100,0.02
"tic-tac-toe","ctree",10,0.15,100,0.06
"vowel","ctree",10,0.15,100,0.04
"waveform-5000","ctree",10,0.15,100,0.02
"wdbc","ctree",10,0.15,100,0.02
"wilt","ctree",10,0.15,60,0.15
"analcatdata_authorship","fda",10,0.15,100,0
"badges2","fda",10,0.15,100,0.07
"banknote","fda",10,0.15,100,0.01
"blood-transfusion-service-center","fda",10,0.15,100,0.07
"breast-w","fda",10,0.15,100,0.01
"cardiotocography","fda",10,0.15,100,0.06
"climate-model-simulation-crashes","fda",10,0.15,100,0.03
"cmc","fda",10,0.15,100,0.07
"credit-g","fda",10,0.15,100,0.05
"diabetes","fda",10,0.15,100,0.03
"eucalyptus","fda",10,0.15,100,0.09
"iris","fda",10,0.15,100,0.02
"kc1","fda",10,0.15,100,0.06
"liver-disorders","fda",10,0.15,100,0.15
"mfeat-factors","fda",10,0.15,100,0.01
"mfeat-karhunen","fda",10,0.15,100,0.02
"mfeat-zernike","fda",10,0.15,100,0.02
"ozone-level-8hr","fda",10,0.15,100,0.08
"pc4","fda",10,0.15,100,0.15
"phoneme","fda",10,0.15,100,0.05
"qsar-biodeg","fda",10,0.15,100,0.03
"tic-tac-toe","fda",10,0.15,100,0.1
"vowel","fda",10,0.15,100,0.06
"waveform-5000","fda",10,0.15,100,0.03
"wdbc","fda",10,0.15,100,0.04
"wilt","fda",10,0.15,70,0.15
"analcatdata_authorship","gbm",10,0.15,100,0
"badges2","gbm",10,0.15,100,0.07
"banknote","gbm",10,0.15,100,0
"blood-transfusion-service-center","gbm",10,0.15,100,0.09
"breast-w","gbm",10,0.15,100,0
"cardiotocography","gbm",10,0.15,100,0
"climate-model-simulation-crashes","gbm",10,0.15,100,0.06
"cmc","gbm",10,0.15,100,0.01
"credit-g","gbm",10,0.15,100,0.05
"diabetes","gbm",10,0.15,100,0.03
"eucalyptus","gbm",10,0.15,100,0.06
"iris","gbm",10,0.15,100,0.05
"kc1","gbm",10,0.15,100,0.02
"liver-disorders","gbm",10,0.15,100,0.11
"mfeat-factors","gbm",10,0.15,100,0
"mfeat-karhunen","gbm",10,0.15,100,0.01
"mfeat-zernike","gbm",10,0.15,100,0.01
"ozone-level-8hr","gbm",10,0.15,100,0.02
"pc4","gbm",10,0.15,100,0.04
"phoneme","gbm",10,0.15,100,0.08
"qsar-biodeg","gbm",10,0.15,100,0.08
"tic-tac-toe","gbm",10,0.15,100,0.07
"vowel","gbm",10,0.15,100,0.04
"waveform-5000","gbm",10,0.15,100,0.02
"wdbc","gbm",10,0.15,100,0
"wilt","gbm",10,0.15,80,0.15
"analcatdata_authorship","gcvEarth",10,0.15,100,0
"badges2","gcvEarth",10,0.15,100,0.07
"banknote","gcvEarth",10,0.15,100,0
"blood-transfusion-service-center","gcvEarth",10,0.15,100,0.05
"breast-w","gcvEarth",10,0.15,100,0.01
"cardiotocography","gcvEarth",10,0.15,100,0
"climate-model-simulation-crashes","gcvEarth",10,0.15,100,0.05
"cmc","gcvEarth",10,0.15,100,0.07
"credit-g","gcvEarth",10,0.15,100,0.05
"diabetes","gcvEarth",10,0.15,100,0.04
"eucalyptus","gcvEarth",10,0.15,100,0.1
"iris","gcvEarth",10,0.15,100,0.05
"kc1","gcvEarth",10,0.15,90,0.14
"liver-disorders","gcvEarth",10,0.15,100,0.09
"mfeat-factors","gcvEarth",10,0.15,100,0.01
"mfeat-karhunen","gcvEarth",10,0.15,100,0.01
"mfeat-zernike","gcvEarth",10,0.15,100,0.01
"ozone-level-8hr","gcvEarth",10,0.15,100,0.07
"pc4","gcvEarth",10,0.15,90,0.13
"phoneme","gcvEarth",10,0.15,100,0.06
"qsar-biodeg","gcvEarth",10,0.15,100,0.03
"tic-tac-toe","gcvEarth",10,0.15,100,0.1
"vowel","gcvEarth",10,0.15,100,0.07
"waveform-5000","gcvEarth",10,0.15,100,0.03
"wdbc","gcvEarth",10,0.15,100,0.05
"wilt","gcvEarth",10,0.15,60,0.14
"analcatdata_authorship","JRip",10,0.15,100,0.01
"badges2","JRip",10,0.15,100,0.07
"banknote","JRip",10,0.15,100,0.03
"blood-transfusion-service-center","JRip",10,0.15,100,0.07
"breast-w","JRip",10,0.15,100,0
"cardiotocography","JRip",10,0.15,100,0.09
"climate-model-simulation-crashes","JRip",10,0.15,100,0.02
"cmc","JRip",10,0.15,100,0.13
"credit-g","JRip",10,0.15,100,0.04
"diabetes","JRip",10,0.15,100,0.05
"eucalyptus","JRip",10,0.15,100,0.03
"iris","JRip",10,0.15,100,0.01
"kc1","JRip",10,0.15,100,0.03
"liver-disorders","JRip",10,0.15,100,0.09
"mfeat-factors","JRip",10,0.15,100,0.01
"mfeat-karhunen","JRip",10,0.15,100,0.02
"mfeat-zernike","JRip",10,0.15,100,0.01
"ozone-level-8hr","JRip",10,0.15,100,0.03
"pc4","JRip",10,0.15,100,0.13
"phoneme","JRip",10,0.15,100,0.07
"qsar-biodeg","JRip",10,0.15,100,0.07
"tic-tac-toe","JRip",10,0.15,100,0.06
"vowel","JRip",10,0.15,100,0.07
"waveform-5000","JRip",10,0.15,100,0.03
"wdbc","JRip",10,0.15,100,0.01
"wilt","JRip",10,0.15,60,0.14
"analcatdata_authorship","lvq",10,0.15,100,0.01
"badges2","lvq",10,0.15,100,0
"banknote","lvq",10,0.15,100,0.03
"blood-transfusion-service-center","lvq",10,0.15,100,0
"breast-w","lvq",10,0.15,100,0
"cardiotocography","lvq",10,0.15,40,0.14
"climate-model-simulation-crashes","lvq",10,0.15,100,0
"cmc","lvq",10,0.15,100,0.06
"credit-g","lvq",10,0.15,30,0.1
"diabetes","lvq",10,0.15,100,0.05
"eucalyptus","lvq",10,0.15,100,0
"iris","lvq",10,0.15,100,0.02
"kc1","lvq",10,0.15,100,0.04
"liver-disorders","lvq",10,0.15,100,0.08
"mfeat-factors","lvq",10,0.15,100,0
"mfeat-karhunen","lvq",10,0.15,100,0
"mfeat-zernike","lvq",10,0.15,100,0
"ozone-level-8hr","lvq",10,0.15,70,0.1
"pc4","lvq",10,0.15,50,0.15
"phoneme","lvq",10,0.15,100,0.01
"qsar-biodeg","lvq",10,0.15,100,0.03
"tic-tac-toe","lvq",10,0.15,100,0.07
"vowel","lvq",10,0.15,100,0.01
"waveform-5000","lvq",10,0.15,100,0.02
"wdbc","lvq",10,0.15,100,0.09
"wilt","lvq",10,0.15,100,0
"analcatdata_authorship","mlpML",10,0.15,100,0
"badges2","mlpML",10,0.15,100,0.07
"banknote","mlpML",10,0.15,100,0
"blood-transfusion-service-center","mlpML",10,0.15,100,0
"breast-w","mlpML",10,0.15,100,0.01
"cardiotocography","mlpML",10,0.15,100,0
"climate-model-simulation-crashes","mlpML",10,0.15,100,0.07
"cmc","mlpML",10,0.15,100,0
"credit-g","mlpML",10,0.15,100,0
"diabetes","mlpML",10,0.15,100,0
"eucalyptus","mlpML",10,0.15,100,0
"iris","mlpML",10,0.15,100,0
"kc1","mlpML",10,0.15,100,0
"liver-disorders","mlpML",10,0.15,100,0
"mfeat-factors","mlpML",10,0.15,100,0
"mfeat-karhunen","mlpML",10,0.15,100,0.01
"mfeat-zernike","mlpML",10,0.15,100,0
"ozone-level-8hr","mlpML",10,0.15,100,0
"pc4","mlpML",10,0.15,100,0
"phoneme","mlpML",10,0.15,100,0.05
"qsar-biodeg","mlpML",10,0.15,100,0
"tic-tac-toe","mlpML",10,0.15,100,0.1
"vowel","mlpML",10,0.15,100,0.04
"waveform-5000","mlpML",10,0.15,100,0.01
"wdbc","mlpML",10,0.15,100,0
"wilt","mlpML",10,0.15,100,0
"analcatdata_authorship","multinom",10,0.15,100,0
"badges2","multinom",10,0.15,100,0.07
"banknote","multinom",10,0.15,100,0.02
"blood-transfusion-service-center","multinom",10,0.15,100,0.09
"breast-w","multinom",10,0.15,100,0.01
"cardiotocography","multinom",10,0.15,100,0
"climate-model-simulation-crashes","multinom",10,0.15,100,0.04
"cmc","multinom",10,0.15,100,0.06
"credit-g","multinom",10,0.15,100,0.04
"diabetes","multinom",10,0.15,100,0.03
"eucalyptus","multinom",10,0.15,100,0.05
"iris","multinom",10,0.15,100,0.04
"kc1","multinom",10,0.15,0,0
"liver-disorders","multinom",10,0.15,100,0.1
"mfeat-factors","multinom",10,0.15,100,0.02
"mfeat-karhunen","multinom",10,0.15,100,0.01
"mfeat-zernike","multinom",10,0.15,20,0.13
"ozone-level-8hr","multinom",10,0.15,80,0.14
"pc4","multinom",10,0.15,0,0
"phoneme","multinom",10,0.15,100,0.03
"qsar-biodeg","multinom",10,0.15,100,0.05
"tic-tac-toe","multinom",10,0.15,100,0.1
"vowel","multinom",10,0.15,100,0.1
"waveform-5000","multinom",10,0.15,100,0.02
"wdbc","multinom",10,0.15,100,0.02
"wilt","multinom",10,0.15,30,0.13
"analcatdata_authorship","naive_bayes",10,0.15,100,0
"badges2","naive_bayes",10,0.15,100,0.06
"banknote","naive_bayes",10,0.15,100,0.05
"blood-transfusion-service-center","naive_bayes",10,0.15,100,0.02
"breast-w","naive_bayes",10,0.15,100,0.01
"cardiotocography","naive_bayes",10,0.15,30,0.15
"climate-model-simulation-crashes","naive_bayes",10,0.15,100,0.03
"cmc","naive_bayes",10,0.15,100,0.09
"credit-g","naive_bayes",10,0.15,100,0
"diabetes","naive_bayes",10,0.15,100,0.03
"eucalyptus","naive_bayes",10,0.15,100,0
"iris","naive_bayes",10,0.15,100,0.06
"kc1","naive_bayes",10,0.15,100,0
"liver-disorders","naive_bayes",10,0.15,100,0.08
"mfeat-factors","naive_bayes",10,0.15,100,0
"mfeat-karhunen","naive_bayes",10,0.15,100,0
"mfeat-zernike","naive_bayes",10,0.15,100,0
"ozone-level-8hr","naive_bayes",10,0.15,100,0.02
"pc4","naive_bayes",10,0.15,100,0
"phoneme","naive_bayes",10,0.15,100,0.03
"qsar-biodeg","naive_bayes",10,0.15,100,0.1
"tic-tac-toe","naive_bayes",10,0.15,100,0.07
"vowel","naive_bayes",10,0.15,100,0.01
"waveform-5000","naive_bayes",10,0.15,100,0.02
"wdbc","naive_bayes",10,0.15,100,0
"wilt","naive_bayes",10,0.15,70,0.13
"analcatdata_authorship","PART",10,0.15,100,0
"badges2","PART",10,0.15,100,0.07
"banknote","PART",10,0.15,100,0.02
"blood-transfusion-service-center","PART",10,0.15,100,0.07
"breast-w","PART",10,0.15,100,0.02
"cardiotocography","PART",10,0.15,40,0.12
"climate-model-simulation-crashes","PART",10,0.15,100,0.01
"cmc","PART",10,0.15,100,0.11
"credit-g","PART",10,0.15,100,0.06
"diabetes","PART",10,0.15,100,0.03
"eucalyptus","PART",10,0.15,100,0.03
"iris","PART",10,0.15,100,0.02
"kc1","PART",10,0.15,100,0.02
"liver-disorders","PART",10,0.15,100,0.08
"mfeat-factors","PART",10,0.15,100,0
"mfeat-karhunen","PART",10,0.15,100,0.02
"mfeat-zernike","PART",10,0.15,100,0.01
"ozone-level-8hr","PART",10,0.15,100,0.02
"pc4","PART",10,0.15,50,0.14
"phoneme","PART",10,0.15,100,0.05
"qsar-biodeg","PART",10,0.15,100,0.12
"tic-tac-toe","PART",10,0.15,100,0.07
"vowel","PART",10,0.15,100,0.03
"waveform-5000","PART",10,0.15,100,0.01
"wdbc","PART",10,0.15,100,0
"wilt","PART",10,0.15,50,0.14
"analcatdata_authorship","rbfDDA",10,0.15,100,0.01
"badges2","rbfDDA",10,0.15,100,0.02
"banknote","rbfDDA",10,0.15,100,0.01
"blood-transfusion-service-center","rbfDDA",10,0.15,20,0.13
"breast-w","rbfDDA",10,0.15,100,0
"cardiotocography","rbfDDA",10,0.15,30,0.14
"climate-model-simulation-crashes","rbfDDA",10,0.15,100,0
"cmc","rbfDDA",10,0.15,100,0.15
"credit-g","rbfDDA",10,0.15,10,0.09
"diabetes","rbfDDA",10,0.15,100,0.07
"eucalyptus","rbfDDA",10,0.15,30,0.15
"iris","rbfDDA",10,0.15,100,0.04
"kc1","rbfDDA",10,0.15,10,0.11
"liver-disorders","rbfDDA",10,0.15,90,0.14
"mfeat-factors","rbfDDA",10,0.15,100,0
"mfeat-karhunen","rbfDDA",10,0.15,100,0
"mfeat-zernike","rbfDDA",10,0.15,100,0.01
"ozone-level-8hr","rbfDDA",10,0.15,100,0.14
"pc4","rbfDDA",10,0.15,0,0
"phoneme","rbfDDA",10,0.15,100,0.04
"qsar-biodeg","rbfDDA",10,0.15,100,0.07
"tic-tac-toe","rbfDDA",10,0.15,100,0.07
"vowel","rbfDDA",10,0.15,100,0
"waveform-5000","rbfDDA",10,0.15,100,0.04
"wdbc","rbfDDA",10,0.15,100,0.11
"wilt","rbfDDA",10,0.15,100,0
"analcatdata_authorship","rda",10,0.15,100,0
"badges2","rda",10,0.15,100,0.05
"banknote","rda",10,0.15,100,0
"blood-transfusion-service-center","rda",10,0.15,100,0.04
"breast-w","rda",10,0.15,100,0
"cardiotocography","rda",10,0.15,90,0.15
"climate-model-simulation-crashes","rda",10,0.15,100,0.08
"cmc","rda",10,0.15,100,0.05
"credit-g","rda",10,0.15,100,0
"diabetes","rda",10,0.15,100,0.04
"eucalyptus","rda",10,0.15,100,0
"iris","rda",10,0.15,100,0.01
"kc1","rda",10,0.15,0,0
"liver-disorders","rda",10,0.15,100,0.12
"mfeat-factors","rda",10,0.15,100,0
"mfeat-karhunen","rda",10,0.15,100,0
"mfeat-zernike","rda",10,0.15,50,0.15
"ozone-level-8hr","rda",10,0.15,100,0.13
"pc4","rda",10,0.15,100,0
"phoneme","rda",10,0.15,100,0.05
"qsar-biodeg","rda",10,0.15,100,0.05
"tic-tac-toe","rda",10,0.15,100,0.1
"vowel","rda",10,0.15,100,0.02
"waveform-5000","rda",10,0.15,100,0.02
"wdbc","rda",10,0.15,30,0.12
"wilt","rda",10,0.15,80,0.15
"analcatdata_authorship","rf",10,0.15,100,0
"badges2","rf",10,0.15,100,0.07
"banknote","rf",10,0.15,100,0.01
"blood-transfusion-service-center","rf",10,0.15,100,0.11
"breast-w","rf",10,0.15,100,0
"cardiotocography","rf",10,0.15,100,0
"climate-model-simulation-crashes","rf",10,0.15,100,0.09
"cmc","rf",10,0.15,100,0.02
"credit-g","rf",10,0.15,100,0.05
"diabetes","rf",10,0.15,100,0.04
"eucalyptus","rf",10,0.15,100,0.05
"iris","rf",10,0.15,100,0.03
"kc1","rf",10,0.15,100,0.01
"liver-disorders","rf",10,0.15,100,0.08
"mfeat-factors","rf",10,0.15,100,0
"mfeat-karhunen","rf",10,0.15,100,0
