dataset,method,noise_levels,instance_level,original_kappa_loss,train_noise_kappa_loss,kappa_loss_diff,original_accuracy,train_noise_accuracy,accuracy_diff
credit-g,lvq,0.3,0.25,0,0,0,1,1,0
credit-g,lvq,0.3,0.3,0,0.003,0.003,1,0.999,-0.001
credit-g,lvq,0.3,0.4,0,0.003,0.003,1,0.999,-0.001
credit-g,lvq,0.3,0.5,0,0.003,0.003,1,0.999,-0.001
credit-g,lvq,0.3,0.6,0,0.003,0.003,1,0.999,-0.001
credit-g,lvq,0.3,0.7,0,0.003,0.003,1,0.999,-0.001
credit-g,lvq,0.3,0.75,0,0.003,0.003,1,0.999,-0.001
credit-g,lvq,0.3,0.8,0,0.003,0.003,1,0.999,-0.001
credit-g,lvq,0.3,0.9,0,0.003,0.003,1,0.999,-0.001
credit-g,lvq,0.3,1,0,0.003,0.003,1,0.999,-0.001
credit-g,mlpML,0.1,0.1,0,0,0,1,1,0
credit-g,mlpML,0.1,0.2,0,0,0,1,1,0
credit-g,mlpML,0.1,0.25,0,0,0,1,1,0
credit-g,mlpML,0.1,0.3,0,0,0,1,1,0
credit-g,mlpML,0.1,0.4,0,0,0,1,1,0
credit-g,mlpML,0.1,0.5,0,0,0,1,1,0
credit-g,mlpML,0.1,0.6,0,0,0,1,1,0
credit-g,mlpML,0.1,0.7,0,0,0,1,1,0
credit-g,mlpML,0.1,0.75,0,0,0,1,1,0
credit-g,mlpML,0.1,0.8,0,0,0,1,1,0
credit-g,mlpML,0.1,0.9,0,0,0,1,1,0
credit-g,mlpML,0.1,1,0,0,0,1,1,0
credit-g,mlpML,0.2,0.1,0,0,0,1,1,0
credit-g,mlpML,0.2,0.2,0,0,0,1,1,0
credit-g,mlpML,0.2,0.25,0,0,0,1,1,0
credit-g,mlpML,0.2,0.3,0,0,0,1,1,0
credit-g,mlpML,0.2,0.4,0,0,0,1,1,0
credit-g,mlpML,0.2,0.5,0,0,0,1,1,0
credit-g,mlpML,0.2,0.6,0,0,0,1,1,0
credit-g,mlpML,0.2,0.7,0,0,0,1,1,0
credit-g,mlpML,0.2,0.75,0,0,0,1,1,0
credit-g,mlpML,0.2,0.8,0,0,0,1,1,0
credit-g,mlpML,0.2,0.9,0,0,0,1,1,0
credit-g,mlpML,0.2,1,0,0,0,1,1,0
credit-g,mlpML,0.3,0.1,0,0,0,1,1,0
credit-g,mlpML,0.3,0.2,0,0,0,1,1,0
credit-g,mlpML,0.3,0.25,0,0,0,1,1,0
credit-g,mlpML,0.3,0.3,0,0,0,1,1,0
credit-g,mlpML,0.3,0.4,0,0,0,1,1,0
credit-g,mlpML,0.3,0.5,0,0,0,1,1,0
credit-g,mlpML,0.3,0.6,0,0,0,1,1,0
credit-g,mlpML,0.3,0.7,0,0,0,1,1,0
credit-g,mlpML,0.3,0.75,0,0,0,1,1,0
credit-g,mlpML,0.3,0.8,0,0,0,1,1,0
credit-g,mlpML,0.3,0.9,0,0,0,1,1,0
credit-g,mlpML,0.3,1,0,0,0,1,1,0
credit-g,multinom,0.1,0.1,0.006,0,-0.006,0.998,1,0.002
credit-g,multinom,0.1,0.2,0.008,0.008,0,0.997,0.997,0
credit-g,multinom,0.1,0.25,0.011,0.008,-0.003,0.996,0.997,0.001
credit-g,multinom,0.1,0.3,0.018,0.008,-0.01,0.993,0.997,0.004
credit-g,multinom,0.1,0.4,0.026,0.008,-0.018,0.99,0.997,0.007
credit-g,multinom,0.1,0.5,0.028,0.011,-0.017,0.989,0.996,0.007
credit-g,multinom,0.1,0.6,0.034,0.019,-0.015,0.987,0.993,0.006
credit-g,multinom,0.1,0.7,0.037,0.022,-0.015,0.986,0.992,0.006
credit-g,multinom,0.1,0.75,0.037,0.022,-0.015,0.986,0.992,0.006
credit-g,multinom,0.1,0.8,0.037,0.027,-0.01,0.986,0.99,0.004
credit-g,multinom,0.1,0.9,0.039,0.029,-0.01,0.985,0.989,0.004
credit-g,multinom,0.1,1,0.047,0.037,-0.01,0.982,0.986,0.004
credit-g,multinom,0.2,0.1,0.013,0.009,-0.004,0.995,0.997,0.002
credit-g,multinom,0.2,0.2,0.022,0.014,-0.008,0.992,0.995,0.003
credit-g,multinom,0.2,0.25,0.025,0.014,-0.011,0.991,0.995,0.004
credit-g,multinom,0.2,0.3,0.027,0.017,-0.01,0.99,0.994,0.004
credit-g,multinom,0.2,0.4,0.03,0.031,0.001,0.989,0.989,0
credit-g,multinom,0.2,0.5,0.038,0.036,-0.002,0.986,0.987,0.001
credit-g,multinom,0.2,0.6,0.044,0.039,-0.005,0.984,0.986,0.002
credit-g,multinom,0.2,0.7,0.055,0.051,-0.004,0.98,0.982,0.002
credit-g,multinom,0.2,0.75,0.06,0.054,-0.006,0.978,0.981,0.003
credit-g,multinom,0.2,0.8,0.065,0.065,0,0.976,0.977,0.001
credit-g,multinom,0.2,0.9,0.084,0.075,-0.009,0.969,0.973,0.004
credit-g,multinom,0.2,1,0.096,0.078,-0.018,0.965,0.972,0.007
credit-g,multinom,0.3,0.1,0.011,0.008,-0.003,0.996,0.997,0.001
credit-g,multinom,0.3,0.2,0.022,0.017,-0.005,0.992,0.994,0.002
credit-g,multinom,0.3,0.25,0.027,0.02,-0.007,0.99,0.993,0.003
credit-g,multinom,0.3,0.3,0.03,0.025,-0.005,0.989,0.991,0.002
credit-g,multinom,0.3,0.4,0.041,0.03,-0.011,0.985,0.989,0.004
credit-g,multinom,0.3,0.5,0.046,0.051,0.005,0.983,0.982,-0.001
credit-g,multinom,0.3,0.6,0.054,0.059,0.005,0.98,0.979,-0.001
credit-g,multinom,0.3,0.7,0.062,0.061,-0.001,0.977,0.978,0.001
credit-g,multinom,0.3,0.75,0.067,0.07,0.003,0.975,0.975,0
credit-g,multinom,0.3,0.8,0.072,0.078,0.006,0.973,0.972,-0.001
credit-g,multinom,0.3,0.9,0.083,0.086,0.003,0.969,0.969,0
credit-g,multinom,0.3,1,0.103,0.092,-0.011,0.962,0.967,0.005
credit-g,naive_bayes,0.1,0.1,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.2,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.25,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.3,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.4,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.5,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.6,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.7,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.75,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.8,0,0,0,1,1,0
credit-g,naive_bayes,0.1,0.9,0,0,0,1,1,0
credit-g,naive_bayes,0.1,1,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.1,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.2,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.25,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.3,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.4,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.5,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.6,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.7,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.75,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.8,0,0,0,1,1,0
credit-g,naive_bayes,0.2,0.9,0,0,0,1,1,0
credit-g,naive_bayes,0.2,1,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.1,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.2,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.25,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.3,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.4,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.5,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.6,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.7,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.75,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.8,0,0,0,1,1,0
credit-g,naive_bayes,0.3,0.9,0,0,0,1,1,0
credit-g,naive_bayes,0.3,1,0,0,0,1,1,0
credit-g,rbfDDA,0.1,0.1,0.078,0.053,-0.025,0.974,0.982,0.008
credit-g,rbfDDA,0.1,0.2,0.16,0.124,-0.036,0.947,0.959,0.012
credit-g,rbfDDA,0.1,0.25,0.186,0.166,-0.02,0.939,0.945,0.006
credit-g,rbfDDA,0.1,0.3,0.228,0.212,-0.016,0.926,0.93,0.004
credit-g,rbfDDA,0.1,0.4,0.295,0.302,0.007,0.906,0.901,-0.005
credit-g,rbfDDA,0.1,0.5,0.365,0.37,0.005,0.885,0.879,-0.006
credit-g,rbfDDA,0.1,0.6,0.451,0.468,0.017,0.858,0.847,-0.011
credit-g,rbfDDA,0.1,0.7,0.545,0.547,0.002,0.829,0.82,-0.009
credit-g,rbfDDA,0.1,0.75,0.598,0.571,-0.027,0.811,0.811,0
credit-g,rbfDDA,0.1,0.8,0.648,0.609,-0.039,0.796,0.798,0.002
credit-g,rbfDDA,0.1,0.9,0.733,0.694,-0.039,0.772,0.77,-0.002
credit-g,rbfDDA,0.1,1,0.816,0.757,-0.059,0.745,0.748,0.003
credit-g,rbfDDA,0.2,0.1,0.077,0.086,0.009,0.975,0.971,-0.004
credit-g,rbfDDA,0.2,0.2,0.178,0.195,0.017,0.942,0.934,-0.008
credit-g,rbfDDA,0.2,0.25,0.207,0.227,0.02,0.933,0.922,-0.011
credit-g,rbfDDA,0.2,0.3,0.258,0.264,0.006,0.918,0.909,-0.009
credit-g,rbfDDA,0.2,0.4,0.341,0.388,0.047,0.891,0.868,-0.023
credit-g,rbfDDA,0.2,0.5,0.443,0.489,0.046,0.86,0.834,-0.026
credit-g,rbfDDA,0.2,0.6,0.516,0.575,0.059,0.834,0.802,-0.032
credit-g,rbfDDA,0.2,0.7,0.617,0.678,0.061,0.798,0.768,-0.03
credit-g,rbfDDA,0.2,0.75,0.67,0.71,0.04,0.78,0.754,-0.026
credit-g,rbfDDA,0.2,0.8,0.722,0.747,0.025,0.763,0.742,-0.021
credit-g,rbfDDA,0.2,0.9,0.825,0.83,0.005,0.731,0.712,-0.019
credit-g,rbfDDA,0.2,1,0.909,0.918,0.009,0.698,0.681,-0.017
credit-g,rbfDDA,0.3,0.1,0.088,0.125,0.037,0.972,0.96,-0.012
credit-g,rbfDDA,0.3,0.2,0.191,0.216,0.025,0.939,0.93,-0.009
credit-g,rbfDDA,0.3,0.25,0.233,0.254,0.021,0.926,0.917,-0.009
credit-g,rbfDDA,0.3,0.3,0.285,0.294,0.009,0.91,0.904,-0.006
credit-g,rbfDDA,0.3,0.4,0.347,0.4,0.053,0.89,0.87,-0.02
credit-g,rbfDDA,0.3,0.5,0.434,0.477,0.043,0.863,0.843,-0.02
credit-g,rbfDDA,0.3,0.6,0.515,0.563,0.048,0.837,0.814,-0.023
credit-g,rbfDDA,0.3,0.7,0.597,0.634,0.037,0.811,0.792,-0.019
credit-g,rbfDDA,0.3,0.75,0.64,0.673,0.033,0.795,0.78,-0.015
credit-g,rbfDDA,0.3,0.8,0.695,0.728,0.033,0.778,0.759,-0.019
credit-g,rbfDDA,0.3,0.9,0.799,0.82,0.021,0.746,0.73,-0.016
credit-g,rbfDDA,0.3,1,0.887,0.9,0.013,0.718,0.702,-0.016
credit-g,rda,0.1,0.1,0.003,0.003,0,0.999,0.999,0
credit-g,rda,0.1,0.2,0.006,0.008,0.002,0.998,0.997,-0.001
credit-g,rda,0.1,0.25,0.008,0.008,0,0.997,0.997,0
credit-g,rda,0.1,0.3,0.011,0.014,0.003,0.996,0.995,-0.001
credit-g,rda,0.1,0.4,0.016,0.014,-0.002,0.994,0.995,0.001
credit-g,rda,0.1,0.5,0.019,0.022,0.003,0.993,0.992,-0.001
credit-g,rda,0.1,0.6,0.027,0.024,-0.003,0.99,0.991,0.001
credit-g,rda,0.1,0.7,0.032,0.027,-0.005,0.988,0.99,0.002
credit-g,rda,0.1,0.75,0.035,0.03,-0.005,0.987,0.989,0.002
credit-g,rda,0.1,0.8,0.038,0.032,-0.006,0.986,0.988,0.002
credit-g,rda,0.1,0.9,0.046,0.035,-0.011,0.983,0.987,0.004
credit-g,rda,0.1,1,0.048,0.043,-0.005,0.982,0.984,0.002
credit-g,rda,0.2,0.1,0.013,0.005,-0.008,0.995,0.998,0.003
credit-g,rda,0.2,0.2,0.027,0.016,-0.011,0.99,0.994,0.004
credit-g,rda,0.2,0.25,0.033,0.022,-0.011,0.988,0.992,0.004
credit-g,rda,0.2,0.3,0.033,0.022,-0.011,0.988,0.992,0.004
credit-g,rda,0.2,0.4,0.041,0.025,-0.016,0.985,0.991,0.006
credit-g,rda,0.2,0.5,0.047,0.027,-0.02,0.983,0.99,0.007
credit-g,rda,0.2,0.6,0.06,0.033,-0.027,0.978,0.988,0.01
credit-g,rda,0.2,0.7,0.069,0.047,-0.022,0.975,0.983,0.008
credit-g,rda,0.2,0.75,0.08,0.059,-0.021,0.971,0.979,0.008
credit-g,rda,0.2,0.8,0.088,0.062,-0.026,0.968,0.978,0.01
credit-g,rda,0.2,0.9,0.094,0.081,-0.013,0.966,0.971,0.005
credit-g,rda,0.2,1,0.1,0.095,-0.005,0.964,0.966,0.002
credit-g,rda,0.3,0.1,0.008,0.016,0.008,0.997,0.994,-0.003
credit-g,rda,0.3,0.2,0.025,0.027,0.002,0.991,0.99,-0.001
credit-g,rda,0.3,0.25,0.033,0.03,-0.003,0.988,0.989,0.001
credit-g,rda,0.3,0.3,0.038,0.042,0.004,0.986,0.985,-0.001
credit-g,rda,0.3,0.4,0.041,0.053,0.012,0.985,0.981,-0.004
credit-g,rda,0.3,0.5,0.055,0.056,0.001,0.98,0.98,0
credit-g,rda,0.3,0.6,0.074,0.069,-0.005,0.973,0.975,0.002
credit-g,rda,0.3,0.7,0.088,0.08,-0.008,0.968,0.971,0.003
credit-g,rda,0.3,0.75,0.099,0.086,-0.013,0.964,0.969,0.005
credit-g,rda,0.3,0.8,0.102,0.092,-0.01,0.963,0.967,0.004
credit-g,rda,0.3,0.9,0.11,0.103,-0.007,0.96,0.963,0.003
credit-g,rda,0.3,1,0.127,0.114,-0.013,0.954,0.959,0.005
credit-g,rf,0.1,0.1,0.007,0.004,-0.003,0.998,0.999,0.001
credit-g,rf,0.1,0.2,0.016,0.01,-0.006,0.995,0.997,0.002
credit-g,rf,0.1,0.25,0.016,0.016,0,0.995,0.995,0
credit-g,rf,0.1,0.3,0.023,0.016,-0.007,0.993,0.995,0.002
credit-g,rf,0.1,0.4,0.028,0.016,-0.012,0.991,0.995,0.004
credit-g,rf,0.1,0.5,0.037,0.016,-0.021,0.988,0.995,0.007
credit-g,rf,0.1,0.6,0.038,0.026,-0.012,0.988,0.992,0.004
credit-g,rf,0.1,0.7,0.044,0.033,-0.011,0.986,0.99,0.004
credit-g,rf,0.1,0.75,0.044,0.037,-0.007,0.986,0.989,0.003
credit-g,rf,0.1,0.8,0.038,0.04,0.002,0.988,0.988,0
credit-g,rf,0.1,0.9,0.05,0.046,-0.004,0.984,0.986,0.002
credit-g,rf,0.1,1,0.056,0.056,0,0.982,0.983,0.001
credit-g,rf,0.2,0.1,0.016,0.01,-0.006,0.995,0.997,0.002
credit-g,rf,0.2,0.2,0.022,0.029,0.007,0.993,0.991,-0.002
credit-g,rf,0.2,0.25,0.022,0.034,0.012,0.993,0.989,-0.004
credit-g,rf,0.2,0.3,0.031,0.031,0,0.99,0.99,0
credit-g,rf,0.2,0.4,0.046,0.047,0.001,0.985,0.985,0
credit-g,rf,0.2,0.5,0.056,0.054,-0.002,0.982,0.983,0.001
credit-g,rf,0.2,0.6,0.062,0.064,0.002,0.98,0.98,0
credit-g,rf,0.2,0.7,0.068,0.083,0.015,0.978,0.974,-0.004
credit-g,rf,0.2,0.75,0.075,0.099,0.024,0.976,0.969,-0.007
credit-g,rf,0.2,0.8,0.081,0.099,0.018,0.974,0.969,-0.005
credit-g,rf,0.2,0.9,0.087,0.109,0.022,0.972,0.966,-0.006
credit-g,rf,0.2,1,0.107,0.125,0.018,0.966,0.961,-0.005
credit-g,rf,0.3,0.1,0.012,0.004,-0.008,0.996,0.999,0.003
credit-g,rf,0.3,0.2,0.03,0.01,-0.02,0.99,0.997,0.007
credit-g,rf,0.3,0.25,0.036,0.013,-0.023,0.988,0.996,0.008
credit-g,rf,0.3,0.3,0.042,0.016,-0.026,0.986,0.995,0.009
credit-g,rf,0.3,0.4,0.049,0.023,-0.026,0.984,0.993,0.009
credit-g,rf,0.3,0.5,0.078,0.041,-0.037,0.975,0.987,0.012
credit-g,rf,0.3,0.6,0.08,0.051,-0.029,0.974,0.984,0.01
credit-g,rf,0.3,0.7,0.083,0.067,-0.016,0.973,0.979,0.006
credit-g,rf,0.3,0.75,0.093,0.067,-0.026,0.97,0.979,0.009
credit-g,rf,0.3,0.8,0.09,0.083,-0.007,0.971,0.974,0.003
credit-g,rf,0.3,0.9,0.11,0.09,-0.02,0.965,0.972,0.007
credit-g,rf,0.3,1,0.117,0.098,-0.019,0.963,0.969,0.006
credit-g,rfRules,0.1,0.1,0,0.005,0.005,1,0.999,-0.001
credit-g,rfRules,0.1,0.2,0.016,0.011,-0.005,0.995,0.997,0.002
credit-g,rfRules,0.1,0.25,0.016,0.011,-0.005,0.995,0.997,0.002
credit-g,rfRules,0.1,0.3,0.016,0.014,-0.002,0.995,0.996,0.001
credit-g,rfRules,0.1,0.4,0.019,0.019,0,0.994,0.994,0
credit-g,rfRules,0.1,0.5,0.031,0.025,-0.006,0.99,0.992,0.002
credit-g,rfRules,0.1,0.6,0.031,0.031,0,0.99,0.99,0
credit-g,rfRules,0.1,0.7,0.034,0.031,-0.003,0.989,0.99,0.001
credit-g,rfRules,0.1,0.75,0.037,0.031,-0.006,0.988,0.99,0.002
credit-g,rfRules,0.1,0.8,0.044,0.031,-0.013,0.986,0.99,0.004
credit-g,rfRules,0.1,0.9,0.044,0.041,-0.003,0.986,0.988,0.002
credit-g,rfRules,0.1,1,0.044,0.041,-0.003,0.986,0.988,0.002
credit-g,rfRules,0.2,0.1,0.016,0.006,-0.01,0.995,0.998,0.003
credit-g,rfRules,0.2,0.2,0.022,0.018,-0.004,0.993,0.994,0.001
credit-g,rfRules,0.2,0.25,0.025,0.021,-0.004,0.992,0.993,0.001
credit-g,rfRules,0.2,0.3,0.028,0.024,-0.004,0.991,0.992,0.001
credit-g,rfRules,0.2,0.4,0.049,0.027,-0.022,0.984,0.991,0.007
credit-g,rfRules,0.2,0.5,0.065,0.043,-0.022,0.979,0.986,0.007
credit-g,rfRules,0.2,0.6,0.065,0.056,-0.009,0.979,0.982,0.003
credit-g,rfRules,0.2,0.7,0.072,0.063,-0.009,0.977,0.98,0.003
credit-g,rfRules,0.2,0.75,0.075,0.066,-0.009,0.976,0.979,0.003
credit-g,rfRules,0.2,0.8,0.075,0.066,-0.009,0.976,0.979,0.003
credit-g,rfRules,0.2,0.9,0.078,0.07,-0.008,0.975,0.978,0.003
credit-g,rfRules,0.2,1,0.084,0.07,-0.014,0.973,0.978,0.005
credit-g,rfRules,0.3,0.1,0.009,0.011,0.002,0.997,0.997,0
credit-g,rfRules,0.3,0.2,0.016,0.015,-0.001,0.995,0.996,0.001
credit-g,rfRules,0.3,0.25,0.016,0.015,-0.001,0.995,0.996,0.001
credit-g,rfRules,0.3,0.3,0.016,0.019,0.003,0.995,0.995,0
credit-g,rfRules,0.3,0.4,0.022,0.025,0.003,0.993,0.993,0
credit-g,rfRules,0.3,0.5,0.032,0.041,0.009,0.99,0.989,-0.001
credit-g,rfRules,0.3,0.6,0.044,0.047,0.003,0.986,0.987,0.001
credit-g,rfRules,0.3,0.7,0.051,0.047,-0.004,0.984,0.987,0.003
credit-g,rfRules,0.3,0.75,0.057,0.052,-0.005,0.982,0.986,0.004
credit-g,rfRules,0.3,0.8,0.06,0.052,-0.008,0.981,0.986,0.005
credit-g,rfRules,0.3,0.9,0.066,0.066,0,0.979,0.983,0.004
credit-g,rfRules,0.3,1,0.076,0.074,-0.002,0.976,0.981,0.005
credit-g,rpart,0.1,0.1,0.007,0,-0.007,0.999,1,0.001
credit-g,rpart,0.1,0.2,0.021,0.016,-0.005,0.996,0.997,0.001
credit-g,rpart,0.1,0.25,0.027,0.016,-0.011,0.995,0.997,0.002
credit-g,rpart,0.1,0.3,0.033,0.016,-0.017,0.993,0.997,0.004
credit-g,rpart,0.1,0.4,0.04,0.016,-0.024,0.991,0.997,0.006
credit-g,rpart,0.1,0.5,0.043,0.016,-0.027,0.99,0.997,0.007
credit-g,rpart,0.1,0.6,0.049,0.016,-0.033,0.988,0.997,0.009
credit-g,rpart,0.1,0.7,0.052,0.016,-0.036,0.987,0.997,0.01
credit-g,rpart,0.1,0.75,0.056,0.022,-0.034,0.986,0.995,0.009
credit-g,rpart,0.1,0.8,0.056,0.03,-0.026,0.986,0.994,0.008
credit-g,rpart,0.1,0.9,0.068,0.04,-0.028,0.982,0.992,0.01
credit-g,rpart,0.1,1,0.074,0.043,-0.031,0.98,0.991,0.011
credit-g,rpart,0.2,0.1,0.003,0.004,0.001,0.999,0.999,0
credit-g,rpart,0.2,0.2,0.009,0.008,-0.001,0.997,0.998,0.001
credit-g,rpart,0.2,0.25,0.016,0.017,0.001,0.995,0.996,0.001
credit-g,rpart,0.2,0.3,0.025,0.017,-0.008,0.992,0.996,0.004
credit-g,rpart,0.2,0.4,0.027,0.021,-0.006,0.991,0.995,0.004
credit-g,rpart,0.2,0.5,0.033,0.033,0,0.989,0.993,0.004
credit-g,rpart,0.2,0.6,0.037,0.054,0.017,0.988,0.989,0.001
credit-g,rpart,0.2,0.7,0.043,0.058,0.015,0.986,0.988,0.002
credit-g,rpart,0.2,0.75,0.049,0.074,0.025,0.984,0.985,0.001
credit-g,rpart,0.2,0.8,0.055,0.081,0.026,0.982,0.984,0.002
credit-g,rpart,0.2,0.9,0.055,0.089,0.034,0.982,0.982,0
credit-g,rpart,0.2,1,0.067,0.098,0.031,0.978,0.98,0.002
credit-g,rpart,0.3,0.1,0.006,0,-0.006,0.998,1,0.002
credit-g,rpart,0.3,0.2,0.016,0,-0.016,0.995,1,0.005
credit-g,rpart,0.3,0.25,0.025,0.004,-0.021,0.992,0.999,0.007
credit-g,rpart,0.3,0.3,0.034,0.007,-0.027,0.989,0.998,0.009
credit-g,rpart,0.3,0.4,0.034,0.015,-0.019,0.989,0.996,0.007
credit-g,rpart,0.3,0.5,0.044,0.032,-0.012,0.987,0.992,0.005
credit-g,rpart,0.3,0.6,0.05,0.032,-0.018,0.985,0.992,0.007
credit-g,rpart,0.3,0.7,0.053,0.04,-0.013,0.984,0.99,0.006
credit-g,rpart,0.3,0.75,0.056,0.04,-0.016,0.983,0.99,0.007
credit-g,rpart,0.3,0.8,0.059,0.04,-0.019,0.982,0.99,0.008
credit-g,rpart,0.3,0.9,0.072,0.04,-0.032,0.978,0.99,0.012
credit-g,rpart,0.3,1,0.077,0.047,-0.03,0.976,0.988,0.012
credit-g,simpls,0.1,0.1,0,0,0,1,1,0
credit-g,simpls,0.1,0.2,0,0,0,1,1,0
credit-g,simpls,0.1,0.25,0,0,0,1,1,0
credit-g,simpls,0.1,0.3,0,0,0,1,1,0
credit-g,simpls,0.1,0.4,0,0,0,1,1,0
credit-g,simpls,0.1,0.5,0,0,0,1,1,0
credit-g,simpls,0.1,0.6,0,0,0,1,1,0
credit-g,simpls,0.1,0.7,0,0,0,1,1,0
credit-g,simpls,0.1,0.75,0,0,0,1,1,0
credit-g,simpls,0.1,0.8,0,0,0,1,1,0
credit-g,simpls,0.1,0.9,0,0,0,1,1,0
credit-g,simpls,0.1,1,0,0,0,1,1,0
credit-g,simpls,0.2,0.1,0,0,0,1,1,0
credit-g,simpls,0.2,0.2,0,0,0,1,1,0
credit-g,simpls,0.2,0.25,0,0,0,1,1,0
credit-g,simpls,0.2,0.3,0,0,0,1,1,0
credit-g,simpls,0.2,0.4,0,0,0,1,1,0
credit-g,simpls,0.2,0.5,0,0,0,1,1,0
credit-g,simpls,0.2,0.6,0,0,0,1,1,0
credit-g,simpls,0.2,0.7,0,0,0,1,1,0
credit-g,simpls,0.2,0.75,0,0,0,1,1,0
credit-g,simpls,0.2,0.8,0,0,0,1,1,0
credit-g,simpls,0.2,0.9,0,0,0,1,1,0
credit-g,simpls,0.2,1,0,0,0,1,1,0
credit-g,simpls,0.3,0.1,0,0,0,1,1,0
credit-g,simpls,0.3,0.2,0,0,0,1,1,0
credit-g,simpls,0.3,0.25,0,0,0,1,1,0
credit-g,simpls,0.3,0.3,0,0,0,1,1,0
credit-g,simpls,0.3,0.4,0,0,0,1,1,0
credit-g,simpls,0.3,0.5,0,0,0,1,1,0
credit-g,simpls,0.3,0.6,0,0,0,1,1,0
credit-g,simpls,0.3,0.7,0,0,0,1,1,0
credit-g,simpls,0.3,0.75,0,0,0,1,1,0
credit-g,simpls,0.3,0.8,0,0,0,1,1,0
credit-g,simpls,0.3,0.9,0,0,0,1,1,0
credit-g,simpls,0.3,1,0,0,0,1,1,0
credit-g,svmLinear,0.1,0.1,0.008,0.007,-0.001,0.997,0.997,0
credit-g,svmLinear,0.1,0.2,0.016,0.013,-0.003,0.994,0.995,0.001
credit-g,svmLinear,0.1,0.25,0.021,0.016,-0.005,0.992,0.994,0.002
credit-g,svmLinear,0.1,0.3,0.021,0.016,-0.005,0.992,0.994,0.002
credit-g,svmLinear,0.1,0.4,0.026,0.018,-0.008,0.99,0.993,0.003
credit-g,svmLinear,0.1,0.5,0.034,0.024,-0.01,0.987,0.991,0.004
credit-g,svmLinear,0.1,0.6,0.034,0.024,-0.01,0.987,0.991,0.004
credit-g,svmLinear,0.1,0.7,0.037,0.029,-0.008,0.986,0.989,0.003
credit-g,svmLinear,0.1,0.75,0.037,0.029,-0.008,0.986,0.989,0.003
credit-g,svmLinear,0.1,0.8,0.037,0.029,-0.008,0.986,0.989,0.003
credit-g,svmLinear,0.1,0.9,0.043,0.034,-0.009,0.984,0.987,0.003
credit-g,svmLinear,0.1,1,0.048,0.04,-0.008,0.982,0.985,0.003
credit-g,svmLinear,0.2,0.1,0.011,0.013,0.002,0.996,0.995,-0.001
credit-g,svmLinear,0.2,0.2,0.025,0.027,0.002,0.991,0.99,-0.001
credit-g,svmLinear,0.2,0.25,0.032,0.032,0,0.989,0.988,-0.001
credit-g,svmLinear,0.2,0.3,0.037,0.035,-0.002,0.987,0.987,0
credit-g,svmLinear,0.2,0.4,0.046,0.041,-0.005,0.984,0.985,0.001
credit-g,svmLinear,0.2,0.5,0.048,0.044,-0.004,0.983,0.984,0.001
credit-g,svmLinear,0.2,0.6,0.068,0.063,-0.005,0.976,0.977,0.001
credit-g,svmLinear,0.2,0.7,0.076,0.066,-0.01,0.973,0.976,0.003
credit-g,svmLinear,0.2,0.75,0.082,0.066,-0.016,0.971,0.976,0.005
credit-g,svmLinear,0.2,0.8,0.082,0.077,-0.005,0.971,0.972,0.001
credit-g,svmLinear,0.2,0.9,0.095,0.08,-0.015,0.966,0.971,0.005
credit-g,svmLinear,0.2,1,0.098,0.089,-0.009,0.965,0.968,0.003
credit-g,svmLinear,0.3,0.1,0.011,0.011,0,0.996,0.996,0
credit-g,svmLinear,0.3,0.2,0.033,0.02,-0.013,0.988,0.993,0.005
credit-g,svmLinear,0.3,0.25,0.038,0.022,-0.016,0.986,0.992,0.006
credit-g,svmLinear,0.3,0.3,0.049,0.028,-0.021,0.982,0.99,0.008
credit-g,svmLinear,0.3,0.4,0.06,0.042,-0.018,0.978,0.985,0.007
